"description";"SHID";"COMID";"COMNM"
"{""id"":""4440"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Soledad TV"",""text_content"":""Hello World"",""select_style_id"":""4182"",""play_time"":""5"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Hello World"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ffa500\"",\""background_color\"":\""#ffffffff\"",\""scroll_direction\"":\""left\""}""}";"23442";"2174";"Dunecrest"
"{""id"":""4440"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Soledad TV"",""text_content"":""test"",""select_style_id"":""4182"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Hello World"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ffa500\"",\""background_color\"":\""#ffffffff\"",\""scroll_direction\"":\""left\""}""}";"23443";"2174";"Dunecrest"
"{""id"":""4440"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""Soledad TV"",""link"":""https:\/\/www.youtube.com\/watch?v=_UR-l3QI2nE"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":3051,""start"":0,""video_title"":""ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos"",""video_id"":""_UR-l3QI2nE"",""video_source"":1}";"23447";"2174";"Dunecrest"
"{""id"":""4440"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""Soledad TV"",""open_date"":""2019-02-17"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""11"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""12"",""close_time_i"":""0"",""close_time_s"":""0"",""link"":""https:\/\/www.youtube.com\/watch?v=e_04ZrNroTo"",""duration"":229,""start"":0,""video_title"":""Wheels on the Bus | CoCoMelon Nursery Rhymes & Kids Songs"",""video_id"":""e_04ZrNroTo"",""video_source"":1}";"23451";"2174";"Dunecrest"
"{""id"":""2180"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""23611"",""open_date"":""2019-02-20"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""0"",""open_time_i"":""0"",""open_time_s"":""0"",""close_time_h"":""0"",""close_time_i"":""0"",""close_time_s"":""0"",""text_content"":""This is a frire drill"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23611";"2587";"Alloys"
"{""id"":""2180"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-02-20"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""10"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""11"",""close_time_i"":""0"",""close_time_s"":""0"",""text_content"":""Welcome SHC!"",""select_style_id"":""4226"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23612";"2587";"Alloys"
"{""id"":""2180"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-02-20"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""11"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""12"",""close_time_i"":""0"",""close_time_s"":""0"",""text_content"":""BOOM!"",""select_style_id"":""4226"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#0000ff\"",\""background_color\"":\""#ff45818e\"",\""scroll_direction\"":\""left\""}""}";"23613";"2587";"Alloys"
"{""id"":""4471"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Data Image RM Test Monitor"",""text_content"":""This is a rolling test message.  Great weather today!"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23688";"2595";"Data Image"
"{""id"":""4471"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Data Image RM Test Monitor"",""schedule_head_id"":""23689"",""text_content"":""Test scroll for the 21st"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"23689";"2595";"Data Image"
"{""id"":""4471"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Data Image RM Test Monitor"",""text_content"":""This is a test message"",""select_style_id"":""4241"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"23690";"2595";"Data Image"
"{""id"":""2064"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""This is a test of the ticker tape interrupt."",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23731";"2489";"NJSD"
"{""id"":""2064"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""This must work"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23732";"2489";"NJSD"
"{""id"":""2064"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""This is a trial message on the BenQ"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23733";"2489";"NJSD"
"{""id"":""4483"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""HO-Gr2"",""text_content"":""Welcome to Hoover Elementary"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23734";"2489";"NJSD"
"{""id"":""4483"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""HO-Gr2"",""text_content"":""Parent \/ Teacher Conferences are now over. Have a great weekend everyone."",""select_style_id"":""4261"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""Hoover Announcements"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#00ff00\"",\""background_color\"":\""\"",\""text_align\"":\""center\""}""}";"23735";"2489";"NJSD"
"{""id"":""4483"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""HO-Gr1"",""text_content"":""Welcome back to Hoover Elementary. Tap the screen to confirm you have seen this message."",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23739";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23881";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23882";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23883";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23884";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Hello"",""select_style_id"":""4020"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"23885";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23886";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23887";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""15th attempt"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23888";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Hello\r\n"",""select_style_id"":""4020"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"23889";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""Welcome to Clayton Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23890";"2489";"NJSD"
"{""id"":""4501"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CL-Gr1"",""text_content"":""This is a message to all of Clayton Grade 1. Have a wonderful lunch and warm recess."",""select_style_id"":""4261"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""Hoover Announcements"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#00ff00\"",\""background_color\"":\""\"",\""text_align\"":\""center\""}""}";"23891";"2489";"NJSD"
"{""id"":""4483"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""HO-Gr1"",""text_content"":""Hello Hoover Elementary Grade 1"",""select_style_id"":""4021"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23904";"2489";"NJSD"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome to the show Bob Wudeck!!"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23997";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Welcome to the show Bob Wudeck!!!"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"23998";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Harvey Schools Snow day"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"24000";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""I have shirts for you Melissa"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"24002";"2042";"Camcor"
"{""id"":""2221"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u5168\u90e8\u8a2d\u5099"",""text_content"":""test"",""select_style_id"":""4303"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"24013";"2623";"台北市立實踐國中"
"{""id"":""2221"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u5168\u90e8\u8a2d\u5099"",""text_content"":""\u5403"",""select_style_id"":""4302"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"24014";"2623";"台北市立實踐國中"
"{""id"":""4522"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""text_content"":""TEST123"",""select_style_id"":""4303"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"24015";"2623";"台北市立實踐國中"
"{""id"":""4522"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""text_content"":""TEST456"",""select_style_id"":""4302"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"24016";"2623";"台北市立實踐國中"
"{""id"":""4522"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""text_content"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""select_style_id"":""4304"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ffa500\"",\""background_color\"":\""#ff00ffff\"",\""scroll_direction\"":\""left\""}""}";"24017";"2623";"台北市立實踐國中"
"{""id"":""4522"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""\u751f\u7269\u5be6\u9a57\u5ba4"",""link"":""https:\/\/www.youtube.com\/watch?v=hlWiI4xVXKY"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""duration"":11019,""start"":0,""video_title"":""Beautiful Relaxing Music - Peaceful Piano Music & Guitar Music by Soothing Relaxation"",""video_id"":""hlWiI4xVXKY"",""video_source"":1}";"24018";"2623";"台北市立實踐國中"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""school canceled"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"24048";"2042";"Camcor"
"{""id"":""4544"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""TGI"",""open_date"":""2019-02-28"",""open_loop"":""1"",""all_day"":null,""cycle"":""week"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-03-31"",""week"":[""mon"",""tue"",""wed"",""thu"",""fri""],""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""18"",""close_time_i"":""0"",""close_time_s"":""0"",""link"":""https:\/\/www.youtube.com\/watch?v=aC2j52h5gFg"",""duration"":18,""start"":0,""video_title"":""\u25c6\u30de\u30af\u30bb\u30eb \u300c\u30bf\u30c3\u30c1\u30b9\u30af\u30ea\u30fc\u30f3\u300d \u3054\u5229\u7528\u30a4\u30e1\u30fc\u30b8 -\u30c7\u30b6\u30a4\u30f3\u7de8 \u3010Maxell Projector\u3011"",""video_id"":""aC2j52h5gFg"",""video_source"":1}";"24127";"2646";"TGI"
"{""id"":""4544"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""TGI"",""open_date"":""2019-02-28"",""open_loop"":""1"",""all_day"":null,""cycle"":""week"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-03-31"",""week"":[""mon"",""tue"",""wed"",""thu"",""fri""],""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""18"",""close_time_i"":""0"",""close_time_s"":""0"",""link"":""https:\/\/www.youtube.com\/watch?v=aC2j52h5gFg"",""duration"":18,""start"":0,""video_title"":""\u25c6\u30de\u30af\u30bb\u30eb \u300c\u30bf\u30c3\u30c1\u30b9\u30af\u30ea\u30fc\u30f3\u300d \u3054\u5229\u7528\u30a4\u30e1\u30fc\u30b8 -\u30c7\u30b6\u30a4\u30f3\u7de8 \u3010Maxell Projector\u3011"",""video_id"":""aC2j52h5gFg"",""video_source"":1}";"24127";"2646";"TGI"
"{""id"":""4544"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""TGI"",""open_date"":""2019-02-28"",""open_loop"":""1"",""all_day"":null,""cycle"":""week"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-03-31"",""week"":[""mon"",""tue"",""wed"",""thu"",""fri""],""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""18"",""close_time_i"":""0"",""close_time_s"":""0"",""link"":""https:\/\/www.youtube.com\/watch?v=aC2j52h5gFg"",""duration"":18,""start"":0,""video_title"":""\u25c6\u30de\u30af\u30bb\u30eb \u300c\u30bf\u30c3\u30c1\u30b9\u30af\u30ea\u30fc\u30f3\u300d \u3054\u5229\u7528\u30a4\u30e1\u30fc\u30b8 -\u30c7\u30b6\u30a4\u30f3\u7de8 \u3010Maxell Projector\u3011"",""video_id"":""aC2j52h5gFg"",""video_source"":1}";"24127";"2646";"TGI"
"{""id"":""4544"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""TGI"",""open_date"":""2019-02-28"",""open_loop"":""1"",""all_day"":null,""cycle"":""week"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-03-31"",""week"":[""mon"",""tue"",""wed"",""thu"",""fri""],""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""18"",""close_time_i"":""0"",""close_time_s"":""0"",""link"":""https:\/\/www.youtube.com\/watch?v=aC2j52h5gFg"",""duration"":18,""start"":0,""video_title"":""\u25c6\u30de\u30af\u30bb\u30eb \u300c\u30bf\u30c3\u30c1\u30b9\u30af\u30ea\u30fc\u30f3\u300d \u3054\u5229\u7528\u30a4\u30e1\u30fc\u30b8 -\u30c7\u30b6\u30a4\u30f3\u7de8 \u3010Maxell Projector\u3011"",""video_id"":""aC2j52h5gFg"",""video_source"":1}";"24127";"2646";"TGI"
